Час вимірювання (локальний час CairCloud);Чорний вуглець, %;"QC (чорний вуглець)
";"Вихідна напруга (Uвих), мВ
";QC (вихідна напруга);Вхідна напруга (Uвх), мВ;QC (вхідна напруга);"Масова концентрація частинок PM??, мкг/м?
";"QC (PM??)
";"Масова концентрація частинок PM???, мкг/м?
";"QC (PM???)
";"Масова концентрація частинок PM?, мкг/м?
";"QC (PM?)
";"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %
";"QC (відносна вологість)
";"Оксиди озону та азоту (O?–NO?), ppb
";QC (O?–NO?);"Температура повітря, °C
";"QC (температура повітря)
";"Відносна вологість повітря, %


";"QC (відносна вологість)
";Атмосферний тиск, гПа;"QC (атмосферний тиск)
";"Озон (O?), ppb
";"QC (озон)
";"Діоксид сірки (SO?), ppb
";"QC (діоксид сірки)
";"Діоксид азоту (NO?), ppb
";"QC (діоксид азоту)
";"Оксид вуглецю (CO), ppb
";"QC (оксид вуглецю)
";"Швидкість вітру, м/с
";"QC (швидкість вітру)
";"Напрямок вітру, градуси
";QC (напрямок вітру)
(in display TZ);value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc;value;qc
02.02.2025 06:45;95.9;A;4212.87;A;4211.93;A;14.4;A;10.15;A;8.93;A;7.04;A;60.11;A;18;A;0.26;A;87.34;A;1021.56;A;13;A;3;A;6;A;139;A;0.33;A;313.33;A
02.02.2025 07:00;95.92;A;4213.2;A;4212.53;A;17.32;A;12.38;A;10.51;A;6.86;A;59.93;A;18;A;0.12;A;87.02;A;1021.76;A;13;A;3;A;6;A;142;A;1;A;336.67;A
02.02.2025 07:15;95.93;A;4213.47;A;4212;A;18.22;A;12.74;A;11.23;A;6.87;A;59.96;A;18;A;0.04;A;87.69;A;1021.83;A;12;A;3;A;6;A;145;A;0.33;A;326.67;A
02.02.2025 07:30;95.93;A;4213.4;A;4211.93;A;19.03;A;13.3;A;11.71;A;6.97;A;60.09;A;17;A;-0.08;A;88.03;A;1021.76;A;11;A;3;A;6;A;145;A;0;A;313.33;A
02.02.2025 07:45;95.93;A;4213.67;A;4212.53;A;19.23;A;13.44;A;11.84;A;6.82;A;60.04;A;17;A;-0.03;A;87.78;A;1021.84;A;11;A;3;A;6;A;152;A;0;A;306.67;A
02.02.2025 08:00;95.93;A;4213.73;A;4211.8;A;21.58;A;15.05;A;13.26;A;6.98;A;59.96;A;19;A;0.11;A;87.43;A;1021.93;A;10;A;2;A;9;A;188;A;0.33;A;330;A
02.02.2025 08:15;95.94;A;4213.8;A;4212.2;A;20.82;A;14.53;A;12.8;A;7.08;A;59.9;A;19;A;0.34;A;87.44;A;1021.95;A;10;A;2;A;9;A;203;A;0.67;A;316.67;A
02.02.2025 08:30;95.94;A;4213.93;A;4212.67;A;20.72;A;14.46;A;12.73;A;7.19;A;60.02;A;21;A;0.89;A;85.67;A;1021.98;A;8;A;2;A;13;A;221;A;0;A;313.33;A
02.02.2025 08:45;95.94;A;4213.07;A;4212.4;A;18;A;12.6;A;11.1;A;7.68;A;60.03;A;18;A;2.29;A;81.04;A;1022.07;A;8;A;0;A;10;A;221;A;0;A;306.67;A
02.02.2025 09:00;95.94;A;4212.93;A;4212.87;A;17.78;A;14.13;A;10.61;A;8.37;A;58.43;A;15;A;3.47;A;76.21;A;1021.99;A;11;A;0;A;4;A;187;A;1;A;333.33;A
02.02.2025 09:15;95.94;A;4212.8;A;4213.2;A;17.73;A;14.37;A;10.39;A;9.26;A;55.45;A;18;A;3.85;A;73.76;A;1021.96;A;12;A;1;A;6;A;171;A;0.67;A;250;A
02.02.2025 09:30;95.94;A;4213;A;4213.2;A;17.81;A;13.64;A;9.77;A;9.8;A;53.87;A;21;A;3.97;A;75.15;A;1021.89;A;12;A;3;A;8;A;157;A;0.33;A;340;A
02.02.2025 09:45;95.93;A;4208.4;A;4207.93;A;14.61;A;11.52;A;8.3;A;9.97;A;54.25;A;21;A;4.46;A;73.4;A;1021.97;A;13;A;2;A;8;A;149;A;0;A;66.67;A
02.02.2025 10:00;95.72;A;4184.33;A;4180.2;A;14.38;A;11.43;A;8.68;A;10.49;A;53.45;A;18;A;5.32;A;71.41;A;1021.94;A;14;A;1;A;4;A;149;A;0.67;A;233.33;A
02.02.2025 10:15;95.69;A;4210.2;A;4211.67;A;18.08;A;14.97;A;11.24;A;11.19;A;52.38;A;19;A;5.67;A;70.72;A;1021.74;A;14;A;2;A;5;A;155;A;0.67;A;340;A
02.02.2025 10:30;95.78;A;4211.4;A;4212.47;A;17.06;A;14.26;A;10.25;A;11.57;A;51.54;A;19;A;5.75;A;69.88;A;1021.72;A;14;A;2;A;6;A;147;A;0.33;A;346.67;A
02.02.2025 10:45;95.83;A;4211.75;A;4212.75;A;17.38;A;13.95;A;10.2;A;11.89;A;50.75;A;20;A;5.99;A;69.49;A;1021.87;A;14;A;2;A;5;A;147;A;0;A;263.33;A
02.02.2025 11:00;95.86;A;4212.07;A;4212.53;A;14.87;A;11.9;A;9.09;A;12.21;A;49.47;A;19;A;6.4;A;67.24;A;1021.68;A;14;A;2;A;5;A;167;A;0.33;A;333.33;A
02.02.2025 11:15;95.89;A;4212.8;A;4213.47;A;13.03;A;10.56;A;8.01;A;12.62;A;49.17;A;19;A;6.96;A;67.18;A;1021.56;A;14;A;2;A;5;A;150;A;0.33;A;220;A
02.02.2025 11:30;95.9;A;4212.8;A;4213.53;A;13.46;A;11.26;A;8.31;A;12.97;A;48.34;A;19;A;6.97;A;66.48;A;1021.43;A;14;A;1;A;5;A;163;A;0;A;170;A
02.02.2025 11:45;95.91;A;4212.8;A;4213.47;A;14.92;A;12.69;A;9.86;A;13.07;A;48.49;A;20;A;6.52;A;68.12;A;1021.25;A;15;A;5;A;6;A;385;A;0;A;176.67;A
02.02.2025 12:00;95.92;A;4213;A;4213.93;A;12.18;A;9.76;A;6.96;A;12.64;A;48.71;A;23;A;6.18;A;68.79;A;1021.12;A;16;A;3;A;7;A;241;A;0;A;186.67;A
02.02.2025 12:15;95.92;A;4212.8;A;4213.67;A;11.95;A;9.45;A;6.64;A;12.19;A;50.29;A;21;A;6;A;71.24;A;1020.85;A;16;A;2;A;5;A;160;A;0.33;A;190;A
02.02.2025 12:30;95.92;A;4212.8;A;4213.13;A;11.78;A;9.17;A;6.74;A;11.85;A;51.56;A;21;A;5.85;A;71.65;A;1020.74;A;17;A;2;A;4;A;175;A;0;A;336.67;A
02.02.2025 12:45;95.93;A;4212.8;A;4213;A;11.04;A;9.51;A;6.88;A;11.64;A;52.88;A;21;A;5.89;A;71.91;A;1020.81;A;16;A;2;A;5;A;177;A;0;A;350;A
02.02.2025 13:00;95.93;A;4212.93;A;4213;A;17.42;A;14.9;A;11.65;A;11.53;A;52.48;A;22;A;5.87;A;70.86;A;1020.72;A;17;A;2;A;5;A;248;A;0.33;A;263.33;A
02.02.2025 13:15;95.93;A;4213.07;A;4213.13;A;13.29;A;10.81;A;7.98;A;11.44;A;52.97;A;22;A;5.84;A;71.32;A;1020.63;A;17;A;3;A;5;A;266;A;0;A;256.67;A
02.02.2025 13:30;95.93;A;4213;A;4213;A;11.05;A;8.68;A;6.13;A;11.42;A;52.91;A;22;A;5.89;A;69.63;A;1020.53;A;17;A;1;A;5;A;251;A;0;A;143.33;A
02.02.2025 13:45;95.93;A;4213;A;4213.53;A;9.75;A;7.44;A;5.46;A;11.45;A;52.35;A;23;A;6.04;A;68.52;A;1020.4;A;17;A;1;A;6;A;187;A;0.67;A;340;A
02.02.2025 14:00;95.89;A;4196.8;A;4194.2;A;9.29;A;7.69;A;5.58;A;11.54;A;51.3;A;24;A;6.17;A;67.32;A;1020.37;A;18;A;1;A;6;A;260;A;0;A;343.33;A
02.02.2025 14:15;95.78;A;4211.2;A;4212.33;A;8.96;A;7.08;A;5.26;A;11.68;A;50.65;A;24;A;6.43;A;66.48;A;1020.35;A;19;A;1;A;6;A;282;A;0.33;A;343.33;A
02.02.2025 14:30;95.84;A;4212;A;4212.27;A;9.11;A;7.06;A;5.3;A;11.84;A;49.91;A;24;A;6.56;A;66.34;A;1020.37;A;18;A;1;A;6;A;197;A;0;A;336.67;A
02.02.2025 14:45;95.87;A;4212.73;A;4212.87;A;13.79;A;11.62;A;8.99;A;12;A;48.29;A;25;A;6.58;A;62.81;A;1020.14;A;19;A;1;A;6;A;239;A;0.33;A;263.33;A
02.02.2025 15:00;95.89;A;4212.8;A;4213;A;8.59;A;6.16;A;4.39;A;12.05;A;47.2;A;26;A;6.53;A;63.33;A;1020.14;A;20;A;1;A;7;A;178;A;1;A;346.67;A
02.02.2025 15:15;95.91;A;4212.8;A;4212.87;A;9.48;A;6.87;A;4.66;A;12.02;A;46.55;A;26;A;6.37;A;61.18;A;1020.14;A;20;A;1;A;7;A;143;A;1;A;336.67;A
02.02.2025 15:30;95.92;A;4212.87;A;4212.87;A;13.07;A;10.59;A;7.83;A;11.89;A;46.93;A;25;A;6.24;A;63.29;A;1020.08;A;18;A;1;A;7;A;220;A;0.33;A;260;A
02.02.2025 15:45;95.92;A;4212.93;A;4213.27;A;7.81;A;6.24;A;4.71;A;11.8;A;47.6;A;25;A;6.15;A;65.03;A;1020.04;A;19;A;1;A;6;A;194;A;0.67;A;330;A
02.02.2025 16:00;95.92;A;4213.07;A;4212.93;A;10.02;A;7.85;A;5.76;A;11.66;A;48.01;A;25;A;6.01;A;64.69;A;1020.04;A;18;A;1;A;7;A;191;A;0.33;A;336.67;A
02.02.2025 16:15;95.93;A;4213.07;A;4213.67;A;15.72;A;12.57;A;9.18;A;11.52;A;48.98;A;25;A;5.84;A;65.82;A;1020.01;A;16;A;1;A;9;A;182;A;0.33;A;323.33;A
02.02.2025 16:30;95.93;A;4213.27;A;4213.27;A;13.76;A;10.22;A;6.87;A;11.34;A;50.03;A;25;A;5.73;A;67.62;A;1019.96;A;16;A;2;A;9;A;293;A;0.33;A;326.67;A
02.02.2025 16:45;95.87;A;4207.53;A;4206.27;A;16.28;A;12.32;A;8.74;A;11.21;A;50.66;A;24;A;5.6;A;68.04;A;1020.11;A;15;A;1;A;9;A;212;A;1;A;323.33;A
02.02.2025 17:00;95.88;A;4212.8;A;4212.8;A;20.66;A;16.27;A;11.42;A;11.08;A;52.37;A;23;A;5.48;A;70.38;A;1020.02;A;12;A;2;A;10;A;257;A;0;A;296.67;A
02.02.2025 17:15;95.9;A;4212.87;A;4212.73;A;16.53;A;14.03;A;10.12;A;10.95;A;52.95;A;23;A;5.39;A;70.14;A;1020.05;A;14;A;2;A;9;A;220;A;0;A;296.67;A
02.02.2025 17:30;95.91;A;4212.87;A;4212.93;A;18.14;A;14.28;A;10.36;A;10.86;A;53.59;A;22;A;5.27;A;72.14;A;1019.98;A;13;A;2;A;9;A;257;A;0;A;256.67;A
02.02.2025 17:45;95.92;A;4212.8;A;4212.73;A;22.03;A;17.04;A;12.33;A;10.74;A;54.05;A;21;A;5.21;A;71.72;A;1020.09;A;12;A;2;A;9;A;254;A;0;A;200;A
02.02.2025 18:00;95.86;A;4194.27;A;4190.93;A;25.01;A;20.47;A;14.45;A;10.69;A;54.55;A;21;A;5.17;A;73.56;A;1020.15;A;13;A;3;A;8;A;276;A;0;A;303.33;A
02.02.2025 18:15;95.75;A;4211.53;A;4211.8;A;18.91;A;15.18;A;11.25;A;10.63;A;54.36;A;21;A;5.07;A;72.62;A;1020.05;A;13;A;3;A;8;A;320;A;0.67;A;296.67;A
02.02.2025 18:30;95.82;A;4211.93;A;4212.27;A;14.63;A;11.64;A;8.73;A;10.53;A;54.56;A;22;A;4.91;A;73.6;A;1020.16;A;13;A;2;A;9;A;262;A;0.33;A;296.67;A
02.02.2025 18:45;95.86;A;4212.67;A;4212.2;A;21.28;A;17.66;A;12.45;A;10.38;A;56.21;A;20;A;4.74;A;76.31;A;1020.1;A;10;A;3;A;10;A;294;A;0;A;246.67;A
02.02.2025 19:00;95.88;A;4212.8;A;4213;A;27.49;A;22.14;A;15.72;A;10.2;A;57.08;A;19;A;4.58;A;76.58;A;1020.29;A;10;A;3;A;9;A;299;A;0;A;136.67;A
02.02.2025 19:15;95.9;A;4212.8;A;4212.53;A;25.04;A;19.32;A;13.79;A;10.1;A;57.43;A;19;A;4.52;A;76.17;A;1020.25;A;12;A;3;A;7;A;237;A;0;A;150;A
02.02.2025 19:30;95.91;A;4212.87;A;4212.87;A;24.77;A;20.03;A;13.79;A;10.02;A;57.37;A;19;A;4.43;A;76.93;A;1020.03;A;13;A;3;A;6;A;233;A;0;A;186.67;A
02.02.2025 19:45;95.92;A;4212.8;A;4212.73;A;28.42;A;23.14;A;16.4;A;9.95;A;57.52;A;18;A;4.41;A;76.89;A;1020.09;A;12;A;2;A;7;A;271;A;0;A;240;A
02.02.2025 20:00;95.92;A;4213.07;A;4212.67;A;29.97;A;24.63;A;17.55;A;9.86;A;57.47;A;19;A;4.33;A;76.75;A;1019.93;A;11;A;3;A;8;A;310;A;0;A;276.67;A
02.02.2025 20:15;95.92;A;4213.4;A;4213.33;A;45.58;A;34.57;A;24.35;A;9.82;A;58.24;A;19;A;4.26;A;76.97;A;1019.86;A;9;A;3;A;10;A;341;A;0;A;250;A
02.02.2025 20:30;95.92;A;4213.2;A;4212.53;A;44.99;A;35.9;A;25.06;A;9.74;A;58.14;A;19;A;4.25;A;77.44;A;1019.74;A;8;A;3;A;11;A;370;A;0;A;183.33;A
02.02.2025 20:45;95.92;A;4213.6;A;4213;A;39.14;A;31.03;A;22.55;A;9.67;A;58.42;A;19;A;4.07;A;77.1;A;1019.7;A;8;A;4;A;11;A;348;A;0;A;183.33;A
02.02.2025 21:00;95.92;A;4213.53;A;4212.8;A;41.9;A;32.8;A;23.17;A;9.59;A;57.82;A;19;A;4.04;A;77.25;A;1019.63;A;8;A;4;A;11;A;346;A;0;A;300;A
02.02.2025 21:15;95.92;A;4208.13;A;4206.87;A;44.73;A;34.86;A;24.9;A;9.51;A;56.69;A;21;A;3.96;A;75.71;A;1019.61;A;8;A;3;A;12;A;347;A;0;A;313.33;A
02.02.2025 21:30;95.72;A;4188.67;A;4185.13;A;51.18;A;41.46;A;28.59;A;9.45;A;56.75;A;20;A;3.94;A;75.57;A;1019.57;A;7;A;4;A;13;A;375;A;0;A;313.33;A
02.02.2025 21:45;95.71;A;4210.93;A;4211.27;A;42.17;A;33.64;A;23.57;A;9.39;A;56.72;A;20;A;3.85;A;75.51;A;1019.74;A;6;A;3;A;15;A;338;A;0;A;190;A
02.02.2025 22:00;95.79;A;4211.93;A;4211.67;A;41.11;A;32.6;A;23.84;A;9.34;A;56.23;A;22;A;3.85;A;74.67;A;1019.64;A;7;A;3;A;15;A;322;A;0;A;320;A
02.02.2025 22:15;95.84;A;4212.8;A;4212.8;A;34.13;A;27.81;A;20.23;A;9.28;A;56.98;A;20;A;3.73;A;76.11;A;1019.61;A;9;A;3;A;11;A;281;A;0;A;323.33;A
02.02.2025 22:30;95.87;A;4212.8;A;4212.6;A;29.07;A;23.61;A;17.03;A;9.2;A;58.13;A;19;A;3.68;A;77.59;A;1019.53;A;11;A;4;A;7;A;227;A;0;A;246.67;A
02.02.2025 22:45;95.89;A;4212.73;A;4212.33;A;28.7;A;22.8;A;16.21;A;9.11;A;58.88;A;18;A;3.58;A;78.55;A;1019.6;A;12;A;3;A;6;A;206;A;0;A;246.67;A
02.02.2025 23:00;95.9;A;4212.87;A;4212.53;A;25.32;A;18.7;A;14.85;A;9.14;A;59.9;A;16;A;3.58;A;80.24;A;1019.5;A;11;A;3;A;5;A;188;A;0;A;133.33;A
02.02.2025 23:15;95.91;A;4212.87;A;4212.47;A;23.47;A;19.04;A;13.66;A;9.05;A;59.61;A;17;A;3.5;A;79.12;A;1019.33;A;12;A;3;A;5;A;176;A;0;A;320;A
02.02.2025 23:30;95.8;A;4194.87;A;4192.47;A;22.23;A;18.47;A;13.36;A;8.97;A;59.41;A;18;A;3.45;A;79.12;A;1019.22;A;13;A;3;A;5;A;167;A;1;A;330;A
02.02.2025 23:45;95.77;A;4211.67;A;4211.67;A;26.19;A;19.19;A;15.14;A;8.98;A;59.8;A;17;A;3.38;A;80.46;A;1019.31;A;12;A;3;A;5;A;188;A;0;A;273.33;A
03.02.2025 00:00;95.83;A;4212.47;A;4212.4;A;23.28;A;16.21;A;14.28;A;9.1;A;59.92;A;16;A;3.33;A;80.94;A;1019.29;A;10;A;4;A;6;A;192;A;0.33;A;136.67;A
03.02.2025 00:15;95.86;A;4212.93;A;4212.73;A;23.08;A;16.23;A;13.88;A;8.91;A;59.97;A;16;A;3.29;A;80.19;A;1019.23;A;10;A;4;A;6;A;175;A;0.33;A;200;A
03.02.2025 00:30;95.88;A;4212.87;A;4212.47;A;23.55;A;16.82;A;14.48;A;8.9;A;60.05;A;16;A;3.24;A;80.84;A;1019.14;A;10;A;3;A;6;A;177;A;0;A;243.33;A
03.02.2025 00:45;95.9;A;4212.87;A;4213;A;23.41;A;17.06;A;14.26;A;8.91;A;59.82;A;16;A;3.26;A;80.01;A;1018.95;A;10;A;3;A;7;A;175;A;0;A;213.33;A
03.02.2025 01:00;95.91;A;4212.87;A;4212.27;A;21.4;A;17.7;A;12.42;A;8.73;A;59.45;A;17;A;3.24;A;78.94;A;1018.77;A;11;A;3;A;6;A;156;A;0;A;270;A
03.02.2025 01:15;95.91;A;4213.27;A;4212.67;A;20.19;A;16.57;A;11.89;A;8.67;A;58.96;A;17;A;3.07;A;78.57;A;1018.57;A;12;A;3;A;5;A;147;A;0;A;126.67;A
03.02.2025 01:30;95.84;A;4199.73;A;4196.53;A;22.03;A;18.15;A;12.66;A;8.52;A;58.9;A;17;A;2.78;A;79.83;A;1018.34;A;11;A;3;A;5;A;153;A;0;A;160;A
03.02.2025 01:45;95.8;A;4211.93;A;4211.8;A;25.22;A;20.97;A;14.4;A;8.29;A;59.39;A;17;A;2.51;A;80.11;A;1018.29;A;11;A;3;A;5;A;154;A;0;A;183.33;A
03.02.2025 02:00;95.84;A;4212.87;A;4212.27;A;21.47;A;17.03;A;12.76;A;8.04;A;59.8;A;16;A;2.28;A;81.11;A;1018.31;A;12;A;4;A;5;A;131;A;0;A;176.67;A
03.02.2025 02:15;95.87;A;4212.87;A;4212.33;A;18.65;A;13.04;A;11.48;A;8.01;A;60.02;A;16;A;2.1;A;81.83;A;1018.12;A;12;A;3;A;4;A;120;A;0;A;153.33;A
03.02.2025 02:30;95.89;A;4212.87;A;4212.67;A;17.86;A;12.5;A;11.01;A;8.05;A;59.94;A;15;A;2.04;A;82.31;A;1017.96;A;11;A;3;A;4;A;120;A;0;A;210;A
03.02.2025 02:45;95.9;A;4213.07;A;4212.73;A;18.38;A;13.41;A;11.14;A;7.91;A;59.9;A;17;A;2.04;A;81.31;A;1017.82;A;12;A;2;A;5;A;124;A;0;A;233.33;A
03.02.2025 03:00;95.91;A;4213.53;A;4212.93;A;17.8;A;12.92;A;10.8;A;7.8;A;59.97;A;18;A;1.99;A;81.52;A;1017.75;A;12;A;2;A;6;A;142;A;0;A;256.67;A
03.02.2025 03:15;95.91;A;4213.6;A;4212.53;A;20.77;A;14.49;A;12.77;A;7.91;A;60.01;A;18;A;1.94;A;82.09;A;1017.54;A;12;A;2;A;7;A;150;A;0.33;A;293.33;A
03.02.2025 03:30;95.92;A;4213.73;A;4212.33;A;25.76;A;18.46;A;15.71;A;7.9;A;59.94;A;18;A;1.83;A;82.25;A;1017.52;A;11;A;2;A;7;A;171;A;0.33;A;250;A
03.02.2025 03:45;95.92;A;4213.67;A;4212.67;A;24.14;A;16.81;A;14.8;A;7.89;A;60.14;A;18;A;1.78;A;83.48;A;1017.59;A;9;A;2;A;9;A;164;A;0;A;190;A
03.02.2025 04:00;95.92;A;4213.87;A;4212.87;A;23.36;A;16.27;A;14.33;A;8.14;A;60.12;A;17;A;1.77;A;84.27;A;1017.52;A;7;A;2;A;9;A;154;A;0;A;226.67;A
03.02.2025 04:15;95.92;A;4213.8;A;4212.67;A;23.03;A;16.04;A;14.13;A;8.15;A;59.99;A;18;A;1.68;A;84.28;A;1017.61;A;6;A;2;A;12;A;146;A;0;A;246.67;A
03.02.2025 04:30;95.92;A;4213.73;A;4212.67;A;22.64;A;15.77;A;13.89;A;8.23;A;60.02;A;20;A;1.72;A;84.76;A;1017.43;A;6;A;2;A;14;A;137;A;0.33;A;256.67;A
03.02.2025 04:45;95.92;A;4213.73;A;4212.4;A;22.6;A;15.75;A;13.87;A;8.38;A;59.98;A;21;A;1.72;A;85.62;A;1017.36;A;5;A;1;A;16;A;138;A;1;A;336.67;A
03.02.2025 05:00;95.92;A;4213.67;A;4212.33;A;23.08;A;16.08;A;14.16;A;8.48;A;59.95;A;21;A;1.65;A;85.95;A;1017.26;A;5;A;1;A;16;A;139;A;0.67;A;330;A
03.02.2025 05:15;95.92;A;4213.67;A;4212.33;A;22.96;A;16;A;14.09;A;8.53;A;59.96;A;20;A;1.69;A;86.33;A;1017.13;A;7;A;1;A;13;A;130;A;0.33;A;243.33;A
03.02.2025 05:30;95.92;A;4213.53;A;4212.33;A;22.1;A;15.41;A;13.57;A;8.59;A;60.12;A;20;A;1.74;A;86.59;A;1017.04;A;9;A;2;A;11;A;133;A;0;A;266.67;A
03.02.2025 05:45;95.92;A;4213.6;A;4212.4;A;22.82;A;15.9;A;14;A;8.78;A;59.95;A;19;A;1.82;A;86.91;A;1016.95;A;12;A;2;A;7;A;134;A;0.33;A;286.67;A
03.02.2025 06:00;95.92;A;4213.47;A;4212;A;22.17;A;15.45;A;13.61;A;8.77;A;59.99;A;18;A;1.8;A;86.8;A;1016.84;A;12;A;2;A;6;A;117;A;0;A;253.33;A
03.02.2025 06:15;95.92;A;4213.6;A;4213.2;A;22.16;A;15.45;A;13.61;A;8.83;A;59.96;A;18;A;1.85;A;87.1;A;1016.72;A;13;A;2;A;5;A;119;A;0.67;A;233.33;A
03.02.2025 06:30;95.92;A;4213.67;A;4212.6;A;22.16;A;15.44;A;13.6;A;8.8;A;60.05;A;18;A;1.83;A;87.1;A;1016.68;A;13;A;2;A;5;A;110;A;0.33;A;316.67;A
03.02.2025 06:45;95.92;A;4213.53;A;4212.27;A;24;A;16.71;A;14.72;A;8.88;A;60.16;A;18;A;1.78;A;87.93;A;1016.53;A;12;A;2;A;5;A;122;A;0;A;210;A
03.02.2025 07:00;95.92;A;4213.6;A;4212.33;A;24.01;A;16.71;A;14.72;A;8.89;A;59.96;A;16;A;1.82;A;87.49;A;1016.46;A;11;A;3;A;6;A;126;A;0;A;293.33;A
03.02.2025 07:15;95.92;A;4213.6;A;4212.73;A;23.33;A;16.25;A;14.31;A;9.02;A;59.86;A;16;A;1.8;A;87.88;A;1016.45;A;9;A;3;A;7;A;163;A;0;A;146.67;A
03.02.2025 07:30;95.91;A;4213.47;A;4212.2;A;25.54;A;17.77;A;15.65;A;8.77;A;59.94;A;17;A;1.73;A;87.28;A;1016.53;A;9;A;3;A;7;A;169;A;0;A;206.67;A
03.02.2025 07:45;95.91;A;4213.53;A;4212.67;A;26.86;A;18.67;A;16.45;A;8.95;A;59.84;A;17;A;1.82;A;87.78;A;1016.41;A;8;A;2;A;10;A;193;A;0;A;140;A
03.02.2025 08:00;95.91;A;4213.47;A;4212.53;A;29.58;A;20.54;A;18.09;A;8.77;A;60;A;19;A;1.92;A;86.64;A;1016.66;A;6;A;2;A;13;A;229;A;0;A;200;A
03.02.2025 08:15;95.91;A;4213.67;A;4212.33;A;32.79;A;22.74;A;20.03;A;8.92;A;60.03;A;18;A;2.04;A;86.7;A;1016.55;A;7;A;2;A;11;A;260;A;0;A;196.67;A
03.02.2025 08:30;95.91;A;4213.47;A;4212.8;A;43.95;A;30.4;A;26.77;A;8.88;A;60.07;A;20;A;2.19;A;86.33;A;1016.41;A;4;A;2;A;16;A;357;A;0;A;156.67;A
03.02.2025 08:45;95.91;A;4213.6;A;4212.8;A;48.4;A;33.45;A;29.46;A;8.67;A;60.02;A;22;A;2.26;A;84.65;A;1016.49;A;3;A;2;A;19;A;375;A;0.33;A;326.67;A
03.02.2025 09:00;95.91;A;4213.67;A;4212.67;A;51.31;A;36.19;A;31.06;A;8.64;A;59.96;A;22;A;2.25;A;84.08;A;1016.55;A;2;A;3;A;20;A;425;A;0;A;326.67;A
03.02.2025 09:15;95.91;A;4213.73;A;4212.6;A;53.42;A;37.49;A;32.37;A;8.64;A;59.97;A;22;A;2.39;A;83.42;A;1016.53;A;1;A;4;A;20;A;432;A;0;A;206.67;A
03.02.2025 09:30;95.91;A;4213.73;A;4212.87;A;48.99;A;33.96;A;29.63;A;8.58;A;59.7;A;21;A;2.54;A;82.08;A;1016.45;A;2;A;3;A;19;A;381;A;0.33;A;320;A
03.02.2025 09:45;95.8;A;4192.67;A;4188.6;A;36.29;A;25.86;A;21.57;A;8.44;A;59.96;A;20;A;2.66;A;80.9;A;1016.27;A;7;A;3;A;13;A;252;A;0.33;A;326.67;A
03.02.2025 10:00;95.73;A;4211.47;A;4211.67;A;38.35;A;27.31;A;20.29;A;8.51;A;59.54;A;20;A;2.81;A;80.34;A;1016.35;A;8;A;2;A;13;A;225;A;0;A;316.67;A
03.02.2025 10:15;95.8;A;4212.4;A;4212.6;A;36.47;A;28.04;A;21.2;A;8.41;A;59.66;A;24;A;2.97;A;79.99;A;1016.33;A;3;A;1;A;21;A;237;A;0.33;A;320;A
03.02.2025 10:30;95.84;A;4212.8;A;4212.4;A;46.71;A;36.08;A;25.98;A;8.53;A;59.7;A;24;A;3.29;A;79.44;A;1016.17;A;1;A;1;A;23;A;271;A;0;A;260;A
03.02.2025 10:45;95.86;A;4212.8;A;4212.67;A;38.02;A;30.11;A;22.31;A;8.83;A;59.18;A;22;A;3.38;A;78.71;A;1016.07;A;3;A;2;A;20;A;264;A;0;A;256.67;A
03.02.2025 11:00;95.88;A;4212.93;A;4212.73;A;46.55;A;37.96;A;26.23;A;8.83;A;59.12;A;24;A;3.48;A;78.55;A;1015.97;A;2;A;2;A;21;A;327;A;0;A;133.33;A
03.02.2025 11:15;95.82;A;4203.13;A;4201.6;A;61.08;A;48.5;A;35.1;A;9.08;A;59.63;A;23;A;3.78;A;78.82;A;1015.88;A;2;A;2;A;21;A;559;A;0;A;263.33;A
03.02.2025 11:30;95.82;A;4212.47;A;4212.2;A;68.82;A;56.03;A;38.72;A;9.24;A;58.71;A;24;A;3.86;A;77.49;A;1015.82;A;3;A;2;A;21;A;529;A;0;A;216.67;A
03.02.2025 11:45;95.85;A;4212.6;A;4212.13;A;73.73;A;59.72;A;40.54;A;9.41;A;58.12;A;24;A;3.97;A;77.04;A;1015.74;A;2;A;2;A;23;A;567;A;0;A;273.33;A
03.02.2025 12:00;95.87;A;4212.93;A;4212.93;A;67.49;A;54.66;A;37.53;A;9.54;A;57.76;A;24;A;4.1;A;77.55;A;1015.6;A;2;A;3;A;21;A;546;A;0;A;276.67;A
03.02.2025 12:15;95.88;A;4212.93;A;4213;A;44.34;A;36.45;A;25.13;A;9.7;A;58.82;A;18;A;4.26;A;78.18;A;1015.43;A;6;A;4;A;12;A;320;A;0.33;A;190;A
03.02.2025 12:30;95.89;A;4212.87;A;4213.2;A;43.9;A;36.11;A;25.47;A;9.78;A;58.25;A;19;A;4.24;A;77.6;A;1015.29;A;7;A;4;A;12;A;519;A;0.33;A;203.33;A
03.02.2025 12:45;95.83;A;4195.47;A;4192.8;A;43.66;A;34.85;A;24.14;A;9.82;A;58.11;A;18;A;4.28;A;77.64;A;1015.15;A;8;A;5;A;10;A;347;A;0.33;A;196.67;A
